TravelCode,UserID,Departure,Arrival,Hotel,Rating,BedroomType,PricePerNight,Adults,Children,TotalBedrooms,TotalPricePerNight,Amenities,StayingDays,TotalCost,CheckOut,CheckIn
369,3,Diu,Raipur,Tulip Arena Raipur,3,Deluxe,4030,2,1,2,8060,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,32240,27-06-2022,23-06-2022
373,3,Chandigarh,Navi Mumbai,Hotel Supreme Heritage,3,Deluxe,4963,3,3,3,14889,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",3,44667,24-07-2022,21-07-2022
377,3,Prayagraj,Raigarh,Hotel Shyam,2,Executive,3084,1,1,1,3084,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",7,21588,25-08-2022,18-08-2022
382,3,Raigarh,Kolkata,Golden Tulip Kolkata,4,Executive,8326,3,2,3,24978,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",2,49956,24-09-2022,22-09-2022
383,3,Bhopal,Imphal,Shirui Lily Hotel,2,Deluxe,3179,3,1,2,6358,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",3,19074,02-10-2022,29-09-2022
385,3,Kolkata,Vijayawada,K N Gupta Residency,2,Deluxe,2528,2,2,2,5056,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",2,10112,15-10-2022,13-10-2022
387,3,Srinagar,Vijayawada,Hotel Park Elite,3,Deluxe,3954,1,2,1,3954,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,3954,28-10-2022,27-10-2022
388,3,Raigarh,Surat,The Gateway Hotel Athwalines Surat,5,Executive,12498,3,2,3,37494,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",1,37494,04-11-2022,03-11-2022
394,3,Dabolim,Jamshedpur,Hotel Shadab Tower,3,Executive,6093,2,3,2,12186,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",7,85302,22-12-2022,15-12-2022
397,3,Surat,Ludhiana,Hotel Friends Regency,3,Deluxe,3307,1,2,1,3307,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",3,9921,08-01-2023,05-01-2023
398,3,Ahmedabad,Chandigarh,Taj Chandigarh,5,Deluxe,11640,3,2,3,34920,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",2,69840,14-01-2023,12-01-2023
403,3,Diu,Kolkata,Novotel Kolkata Hotel and Residences,5,Deluxe,11641,4,0,2,23282,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",2,46564,18-02-2023,16-02-2023
404,3,Puducherry,Jaipur,Radisson Blu Jaipur,5,Suite,16020,1,1,1,16020,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",5,80100,28-02-2023,23-02-2023
406,3,Vadodara,Udaipur,Uddhav Vilas A Family Hotel,3,Executive,5577,3,2,3,16731,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",3,50193,12-03-2023,09-03-2023
408,3,Puducherry,Diu,The Grand Highness,3,Deluxe,4912,4,2,3,14736,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,29472,25-03-2023,23-03-2023
409,3,Bhubaneswar,Jamshedpur,Hotel South Park,3,Deluxe,5452,4,3,4,21808,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",1,21808,31-03-2023,30-03-2023
410,3,Amritsar,Bengaluru,Hotel Airport City,3,Deluxe,4788,2,3,2,9576,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,67032,13-04-2023,06-04-2023
412,3,Gangtok,Udaipur,Tripli Hotels Le Shelton,3,Deluxe,4208,2,3,2,8416,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",4,33664,24-04-2023,20-04-2023
415,3,Jamshedpur,Hyderabad,Radisson Blu Plaza Hotel Hyderabad Banjara Hills,5,Executive,13095,1,2,1,13095,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",5,65475,16-06-2023,11-06-2023
417,3,Shimla,Vadodara,Lemon Tree Hotel Vadodara,4,Executive,7903,1,2,1,7903,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",6,47418,31-05-2023,25-05-2023
418,3,Delhi NCR,Bhubaneswar,Hotel Pushpak,3,Executive,5429,4,1,3,16287,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",7,114009,08-06-2023,01-06-2023
419,3,Bilaspur,Imphal,Hotel Imphal,3,Suite,5518,1,0,1,5518,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,22072,12-06-2023,08-06-2023
424,3,Thiruvananthapuram,Ludhiana,Hotel Maharaja Regency,3,Executive,6395,4,2,3,19185,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",5,95925,18-07-2023,13-07-2023
426,4,Hyderabad,Vijayawada,Grand Vijayawada by GRT Hotels,4,Suite,9056,1,1,1,9056,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",1,9056,04-10-2019,03-10-2019
431,4,Bhopal,Itanagar,Hotel SOLA-JU,2,Executive,3892,4,2,3,11676,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",1,11676,08-11-2019,07-11-2019
432,4,Ludhiana,Imphal,"Classic Grande, a Member of Radisson Individuals",4,Deluxe,6863,4,3,4,27452,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",2,54904,16-11-2019,14-11-2019
440,4,Varanasi,Bilaspur,Hotel East Park,4,Deluxe,6871,3,1,2,13742,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",2,27484,11-01-2020,09-01-2020
442,4,Vijayawada,Indore,Hotel Winway,3,Suite,4638,2,2,2,9276,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",5,46380,28-01-2020,23-01-2020
445,4,Vadodara,Hyderabad,Trident Hyderabad,5,Executive,11673,1,2,1,11673,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",7,81711,21-02-2020,14-02-2020
447,4,Imphal,Kullu-Manali,Hotel Honeymoon Inn Manali,3,Deluxe,4355,4,0,2,8710,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",6,52260,04-03-2020,27-02-2020
450,4,Hisar,Puducherry,The Promenade,4,Suite,7947,3,2,3,23841,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,47682,21-03-2020,19-03-2020
452,4,Khowai,Srinagar,Hotel Kashmir Inn,3,Suite,4716,3,0,2,9432,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",4,37728,06-04-2020,02-04-2020
456,4,Navi Mumbai,Surat,Hotel Central Excellency,3,Deluxe,4704,1,2,1,4704,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",7,32928,07-05-2020,30-04-2020
457,4,Gangtok,Dabolim,Coconut Creek Resort,3,Suite,4736,2,1,2,9472,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",1,9472,08-05-2020,07-05-2020
468,4,Jamshedpur,Patna,Hotel Savera,3,Deluxe,4811,2,2,2,9622,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",1,9622,24-07-2020,23-07-2020
473,4,Jamshedpur,Vadodara,"Welcomhotel by ITC Hotels, Alkapuri",5,Suite,13408,2,0,1,13408,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler']",6,80448,02-09-2020,27-08-2020
481,4,Itanagar,Mysuru,The Quorum,4,Executive,7002,4,1,3,21006,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,21006,23-10-2020,22-10-2020
486,4,Varanasi,Patna,Hotel Windsor,3,Executive,4923,4,2,3,14769,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,44307,29-11-2020,26-11-2020
490,4,Delhi NCR,Khowai,Hotel City Centre,3,Suite,6753,4,1,3,20259,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",4,81036,28-12-2020,24-12-2020
491,4,Mopa,Patna,Hotel Windsor,3,Executive,4923,1,2,1,4923,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",4,19692,04-01-2021,31-12-2020
494,4,Vijayawada,Srinagar,Four Points by Sheraton Srinagar,4,Deluxe,6577,3,1,2,13154,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna']",4,52616,25-01-2021,21-01-2021
498,4,Tirupati,Kota,Hotel Ortus,3,Suite,4596,3,0,2,9192,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,55152,25-02-2021,19-02-2021
500,4,Vadodara,Tirupati,Hotel Bhimas Paradise,3,Deluxe,5375,2,3,2,10750,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",2,21500,06-03-2021,04-03-2021
501,4,Srinagar,Kota,Hotel Bharat,3,Executive,3920,1,2,1,3920,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,23520,17-03-2021,11-03-2021
505,4,Chandigarh,Mumbai,ITC Grand Central,5,Executive,11879,1,0,1,11879,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",4,47516,12-05-2021,08-05-2021
514,4,Navi Mumbai,Puducherry,Le Dupleix,4,Deluxe,6169,3,2,3,18507,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,18507,11-06-2021,10-06-2021
517,4,Coimbatore,Hisar,Hotel Crown,2,Suite,3194,2,3,2,6388,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",2,12776,03-08-2021,01-08-2021
529,4,Shillong,Khowai,Hotel City Centre,3,Suite,6753,2,1,2,13506,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,67530,28-09-2021,23-09-2021
532,4,Mopa,Coimbatore,"Zone by The Park Hotel, Coimbatore",4,Suite,7791,2,0,1,7791,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center', 'Sauna']",3,23373,18-10-2021,15-10-2021
537,4,Ranchi,Amritsar,Hotel Shiraz Castle,3,Suite,5968,1,1,1,5968,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",7,41776,25-11-2021,18-11-2021
541,4,Vijayawada,Patna,Hotel Maurya,5,Suite,15717,3,3,3,47151,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",7,330057,23-12-2021,16-12-2021
543,4,Guwahati,Mumbai,The Ambassador Mumbai,4,Suite,8499,4,2,3,25497,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,127485,04-01-2022,30-12-2021
545,4,Jaipur,Puri,Sterling Puri,4,Executive,7059,4,1,3,21177,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",1,21177,14-01-2022,13-01-2022
548,4,Bilaspur,Dabolim,Hotel Vasco Residency,2,Suite,3459,1,1,1,3459,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",7,24213,10-02-2022,03-02-2022
555,4,Udaipur,Shillong,Ri Kynjai � Serenity by the Lake,4,Suite,9873,3,1,2,19746,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",6,118476,30-03-2022,24-03-2022
556,4,Jaipur,Ayodhya,Hotel Ramayana,3,Executive,6449,1,2,1,6449,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",1,6449,01-04-2022,31-03-2022
557,4,Chennai,Kota,Hotel Kanchan Residency,3,Executive,5945,1,0,1,5945,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",2,11890,09-04-2022,07-04-2022
559,4,Amritsar,Udaipur,The Fern Residency Udaipur,3,Executive,4315,4,3,4,17260,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",1,17260,22-04-2022,21-04-2022
562,4,Dehradun,Hyderabad,The Westin Hyderabad Mindspace,5,Executive,14079,2,3,2,28158,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",1,28158,13-05-2022,12-05-2022
564,4,Ranchi,Pune,JW Marriott Hotel Pune,5,Suite,15268,2,3,2,30536,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",3,91608,29-05-2022,26-05-2022
565,4,Srinagar,Imphal,Hotel Yaiphaba,3,Executive,5974,2,2,2,11948,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,83636,09-06-2022,02-06-2022
574,4,Visakhapatnam,Hyderabad,Holiday Inn Express Hyderabad Banjara Hills,4,Executive,7422,1,0,1,7422,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",4,29688,08-08-2022,04-08-2022
578,4,Hisar,Pune,The Westin Pune Koregaon Park,5,Deluxe,11801,1,1,1,11801,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service', 'Private Butler']",3,35403,04-09-2022,01-09-2022
581,4,Hisar,Itanagar,Hotel Pybss,3,Deluxe,4237,4,3,4,16948,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",6,101688,28-09-2022,22-09-2022
582,4,Bilaspur,Mumbai,Hotel Marine Plaza,4,Suite,8272,3,0,2,16544,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",3,49632,02-10-2022,29-09-2022
586,4,Guwahati,Jamshedpur,Ramada Jamshedpur Bistupur,4,Executive,8815,1,2,1,8815,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",1,8815,28-10-2022,27-10-2022
587,4,Srinagar,Varanasi,The Amayaa,4,Executive,7431,2,3,2,14862,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",6,89172,09-11-2022,03-11-2022
588,4,Raigarh,Bhopal,Noor-Us-Sabah Palace,4,Suite,9798,1,2,1,9798,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,48990,15-11-2022,10-11-2022
591,4,Indore,Tirupati,Hotel Bliss,4,Deluxe,5531,3,0,2,11062,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,33186,04-12-2022,01-12-2022
596,4,Chennai,Vadodara,Ginger Vadodara,3,Deluxe,3938,2,0,1,3938,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",4,15752,09-01-2023,05-01-2023
598,4,Navi Mumbai,Mysuru,Hotel MB International,3,Deluxe,4003,3,1,2,8006,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",3,24018,22-01-2023,19-01-2023
604,4,Dhubri,Shillong,The Heritage Club � Tripura Castle,3,Suite,5774,2,3,2,11548,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,11548,03-03-2023,02-03-2023
605,4,Dehradun,Gwalior,Clarks Inn Suites Gwalior,4,Suite,8016,4,1,3,24048,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",3,72144,12-03-2023,09-03-2023
609,4,Dehradun,Vijayawada,Fortune Murali Park,4,Deluxe,6081,3,1,2,12162,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",6,72972,12-04-2023,06-04-2023
619,4,Srinagar,Dehradun,Hill Top Swiss Cottage,3,Suite,4575,3,3,3,13725,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",2,27450,17-06-2023,15-06-2023
621,4,Navi Mumbai,Jamshedpur,Hotel South Park,3,Suite,7434,2,2,2,14868,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",2,29736,01-07-2023,29-06-2023
623,4,Bhubaneswar,Nashik,The Source at Sula,4,Deluxe,7429,4,0,2,14858,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",1,14858,14-07-2023,13-07-2023
624,5,Vijayawada,Nashik,Hotel Royale Heritage,3,Suite,6882,4,1,3,20646,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",1,20646,27-09-2019,26-09-2019
638,5,Dabolim,Visakhapatnam,Best Western Ramachandra,3,Executive,5950,3,2,3,17850,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",6,107100,08-01-2020,02-01-2020
643,5,Jamshedpur,Mopa,Hotel Hill View,2,Suite,3474,4,1,3,10422,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",2,20844,08-02-2020,06-02-2020
644,5,Shillong,Nashik,Hotel Grand Rio,4,Suite,9614,4,2,3,28842,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge']",3,86526,17-02-2020,14-02-2020
646,5,Jaipur,Bhopal,Hotel Amer Palace,3,Deluxe,4842,3,3,3,14526,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",4,58104,02-03-2020,27-02-2020
648,5,Ludhiana,Mysuru,Hotel Roopa,3,Deluxe,4183,1,1,1,4183,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",4,16732,16-03-2020,12-03-2020
658,5,Indore,Srinagar,Hotel New Prince Inn,3,Executive,5938,4,1,3,17814,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",2,35628,23-05-2020,21-05-2020
668,5,Khowai,Hisar,Hotel Paradise,1,Suite,2662,4,2,3,7986,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",5,39930,04-08-2020,30-07-2020
670,5,Gwalior,Udaipur,Tripli Hotels Le Shelton,3,Executive,4972,4,1,3,14916,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,29832,15-08-2020,13-08-2020
676,5,Kullu-Manali,Puducherry,The Richmond,3,Deluxe,5425,1,2,1,5425,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",3,16275,27-09-2020,24-09-2020
680,5,Mysuru,Guwahati,Radisson Blu Hotel Guwahati,5,Deluxe,11724,1,1,1,11724,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad', 'Private Butler']",6,70344,28-10-2020,22-10-2020
683,5,Dhubri,Coimbatore,Radisson Blu Hotel Coimbatore,5,Executive,11950,1,0,1,11950,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler']",1,11950,13-11-2020,12-11-2020
687,5,Kolkata,Kota,Hotel Kanchan Residency,3,Executive,5945,2,1,2,11890,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",2,23780,12-12-2020,10-12-2020
688,6,Raipur,Visakhapatnam,"Welcomhotel by ITC Hotels, Devee Grand Bay, Visakhapatnam",5,Deluxe,9234,4,3,4,36936,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",3,110808,29-09-2019,26-09-2019
690,6,Delhi NCR,Kolkata,Golden Tulip Kolkata,4,Suite,9608,1,2,1,9608,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,48040,15-10-2019,10-10-2019
695,6,Mopa,Raigarh,Hotel City Inn,1,Executive,1838,2,0,1,1838,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",2,3676,16-11-2019,14-11-2019
696,6,Gangtok,Ranchi,Hotel Green Acres,3,Executive,5149,3,2,3,15447,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",4,61788,25-11-2019,21-11-2019
698,6,Thiruvananthapuram,Bhopal,Hotel Sonali Regency,3,Executive,6380,3,1,2,12760,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,76560,11-12-2019,05-12-2019
699,6,Puducherry,Jamshedpur,Hotel Jiva,3,Suite,6564,2,3,2,13128,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,13128,13-12-2019,12-12-2019
701,6,Jaipur,Tirupati,Marasa Sarovar Premiere,5,Suite,13324,2,3,2,26648,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",6,159888,01-01-2020,26-12-2019
707,6,Surat,Hyderabad,Park Hyatt Hyderabad,5,Executive,10888,4,0,2,21776,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",4,87104,10-02-2020,06-02-2020
711,6,Hyderabad,Mopa,Mopa Airport Hotel,3,Suite,5804,3,0,2,11608,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",1,11608,06-03-2020,05-03-2020
712,6,Ludhiana,Navi Mumbai,Ramada by Wyndham Navi Mumbai,4,Deluxe,7132,3,2,3,21396,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna']",5,106980,17-03-2020,12-03-2020
718,6,Pune,Khowai,Hotel Woodland Park,3,Suite,4592,4,0,2,9184,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",6,55104,29-04-2020,23-04-2020
719,6,Kota,Visakhapatnam,"Welcomhotel by ITC Hotels, Devee Grand Bay, Visakhapatnam",5,Suite,12592,2,3,2,25184,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",7,176288,07-05-2020,30-04-2020
723,6,Visakhapatnam,Puri,Sterling Puri,4,Executive,7059,3,1,2,14118,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",1,14118,29-05-2020,28-05-2020
739,6,Dhubri,Guwahati,Vivanta Guwahati,5,Suite,14934,2,1,2,29868,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",5,149340,22-09-2020,17-09-2020
